UF,MUN,COD_IBGE,num_mortes_prioridade,tipo,data_da_atualizacao,escolas_municipais_fechadas,Observações,escolas_estaduais_fechadas,Observações,universidades_fechadas,Observações,comercio_nao_essencial_fechado,Observações,espacos_publicos_fechados,Observações,transporte_publico_reduzido,Observações,igrejas_fechadas,Observações,eventos_de_grande_porte_cancelados,Observações,transporte_rodoviário_intermunicipal_cancelado,Observações,entrada_restrita_a_residentes,Observações,doentes_orientados_a_ficar_em_casa,Observações,distribuicao_merenda_escolar,Observações,restricao_horario_comercio,Observações,toque_de_recolher,Observações,circulacao_apenas_com_autorizacao,Observações,antecipacao_vacinacao,Observações,desinfeccao_cidade,Observações,distribuicao_cesta_basica,Observações,campanhas_publicas_para_ficar_em_casa,Observações,obrigatoriedade_uso_mascaras_espacos_publicos,Observações,limite_pessoas_por_aglomeracao,Observações,aplicacao_de_multa,Observações,Início de testagem,Observações,observação
ES,Serra,3205002,7,fonte,6/19/2020,Decreto 6072 de 08 de maio de 2020. Fontes: <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1178>,"Aulas no município foram suspensas no dia 18 de março, mas houve um período de adaptação, no qual até o dia 20 de março os alunos poderiam ir para a escola, mesmo sem aulas. https://www.portaltemponovo.com.br/coronavirus-prefeitura-vai-suspender-aulas-das-escolas-municipais-por-causa-do-coronavirus/",Decreto 6072 de 08 de maio de 2020. Fontes: <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1178>,Alunos da rede estadual farão atividades à distância: https://g1.globo.com/es/espirito-santo/noticia/2020/04/03/programa-de-ensino-a-distancia-da-sedu-podera-ser-usado-durante-periodo-de-quarentena-no-es.ghtml,Decreto 6072 de 08 de maio de 2020. Fontes: <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1178>,,"Decreto 5926 de 23 de março de 2020; Decreto  Nº 5982 de 14 de abril de 2020; Decreto 6058 de 04 de maio; Estado: Portaria Nº 080-R, de 09 de maio de 2020. Fonte: <http://legis.serra.es.gov.br/normas/images/leis/html/d59262020.html>; <http://legis.serra.es.gov.br/normas/images/leis/html/D59822020.html>; <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1173>; <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/PORTARIA%20080-R_2020%20-%20MAPA%20DE%20RISCO%20-%20REV%2003.pdf>","O fechamento ou não, do comércio não essencial se dá pelo mapeamento de risco implementado em todo o estado. Cidades de risco alto funcionam em caráter de rodízio, em caso de risco extremo, é previsto lockdown","Decreto 5926 de 23 de março de 2020; Decreto 6022 de 08 de maio de 2020; Decreto Nº  4599-R de 17 de março de 2020 e Decreto Nº 4600-R de 18 de março de 2020; Decreto Nº 4644-R de 30 de abril de 2020; Decreto Nº 4659-R de 30 de maio de 2020. Fontes: <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/DECRETO%20N%C2%BA%204599-R,%20DE%2017%20DE%20MAR%C3%87O%20DE%202020.pdf>; <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/DECRETO%20N%C2%BA%204600-R,%20DE%2018%20DE%20MAR%C3%87O%20DE%202020.pdf>; <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/DECRETO%20N%C2%BA%204644-R%20-%20COVID%20-%2030.04.2020.pdf>; <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/DECRETO%20N%C2%BA%204659-R,%20de%2030_05_2020%20-%20DIO%20Extra%20de%2030_05_2020%20-%20prorroga%C3%A7%C3%A3o%20da%20suspens%C3%A3o%20se%20processos,%20escolas,%20cinemas,%20entre%20outros%20-%20PDF.pdf>;<http://legis.serra.es.gov.br/normas/images/leis/html/d59262020.html>; <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1178>.",,Decreto Nº 4599-R de 17 de maço de 2020; Decreto Nº 4631-R de 16 de abril de 2020; Portaria 080-R de 09 de maio de 2020. Fontes: <http://ioes.dio.es.gov.br/portal/visualizacoes/pdf/4753/#/p:10/e:4753?find=Transcol>; <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/Decreto%20n%C2%B0%204631-R%20prorroga%C3%A7%C3%A3o%20transcol%20-%20covid%20-%2019-1.pdf>; <https://servidor.es.gov.br/Media/PortalServidor/Documentos/Portaria%20SESA%20n%C2%B0%20080-R%20de%2009%20DE%20MAIO%20DE%202020.pdf>,"As medidas a respeito do transporte público de passageiros é regido pelo mapeamento de risco imposto no Estado. Para municípios de risco baixo ou médio, a única medida é a limpeza intensificada da frota de ônibus, enquanto a redução se aplica aos municípios de risco alto. <https://coronavirus.es.gov.br/mapa-de-gestao-de-risco>","Decreto Nº  4599-R de 17 de março de 2020. Fontes: <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/DECRETO%20N%C2%BA%204599-R,%20DE%2017%20DE%20MAR%C3%87O%20DE%202020.pdf>",,"Decreto 5926 de 23 de março de 2020; Decreto 6072 de 08 de maio de 2020; Decreto Nº 4599-R de 17 de março de 2020; Decreto Nº 4635-R de 17 de abril de 2020; Decreto Nº 4659-R de 30 de maio de 2020. Fontes: <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/DECRETO%20N%C2%BA%204599-R,%20DE%2017%20DE%20MAR%C3%87O%20DE%202020.pdf>; <https://servidor.es.gov.br/Media/PortalServidor/Documentos/DECRETO%20N%C2%BA%204635-R,%20DE%2017%20DE%20ABRIL%20DE%202020.pdf>; <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/DECRETO%20N%C2%BA%204659-R,%20de%2030_05_2020%20-%20DIO%20Extra%20de%2030_05_2020%20-%20prorroga%C3%A7%C3%A3o%20da%20suspens%C3%A3o%20se%20processos,%20escolas,%20cinemas,%20entre%20outros%20-%20PDF.pdf>;<http://legis.serra.es.gov.br/normas/images/leis/html/d59262020.html>; <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1178>.",,NA,"Barreira sanitária implantada em rodoviárias e aeroportos, seguindo a portaria 080-R, de 09 de maio de 2020: https://servidor.es.gov.br/Media/PortalServidor/Documentos/Portaria%20SESA%20n%C2%B0%20080-R%20de%2009%20DE%20MAIO%20DE%202020.pdf",NA,"Barreira sanitária implantada nos limites do estado e de municípios de alto risco, seguindo a portaria 080-R, de 09 de maio de 2020: https://servidor.es.gov.br/Media/PortalServidor/Documentos/Portaria%20SESA%20n%C2%B0%20080-R%20de%2009%20DE%20MAIO%20DE%202020.pdf",https://saude.es.gov.br/Media/sesa/coronavirus/Portarias/PORTARIA%20036-R%20-%20PROTOCOLO%20ISOLAMENTO%20DOMICILIAR.pdf,,Decreto 5884 de 17 de março de 2020. Fonte: <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1142>; <http://www.serra.es.gov.br/noticias/comeca-hoje-16-distribuicao-dos-20-mil-kits-de-merenda-na-serra>.,"Merenda escolar foi substituída em 16/04/2020 por um ""kit de merenda escolar"" entregue a todos os alunos matriculados. http://www.serra.es.gov.br/noticias/comeca-hoje-16-distribuicao-dos-20-mil-kits-de-merenda-na-serra",Decreto 5977 de 07 de abril de 2020; Decreto 6072 de 08 de maio de 2020. Fontes: <http://legis.serra.es.gov.br/normas/images/leis/html/D59772020.html>; <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1178>.,O horário do comércio segue o mapa de risco imposto pelo estado: <https://coronavirus.es.gov.br/mapa-de-gestao-de-risco>,NA,,NA,,http://www.serra.es.gov.br/site/publicacao/vacinacao-contra-a-gripe-e-antecipada,,<http://serra.es.gov.br/noticias/serra-inicia-lavagem-das-ruas-para-combater-o-coronavirus>,,http://www.serra.es.gov.br:8080/site/publicacao/prefeitura-cria-central-de-beneficios,As doações e distribuições de cestas básicas acontecem por intermediação do programa ES Solidário: https://coronavirus.es.gov.br/ESsolidario,Decreto 6074 de 11 de maio de 2020; Fontes: <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1181>,,"Decreto 6074 de 11 de maio de 2020; Portaria Nº 4648 de 08 de maio de 2020; Portaria Nº 100-R de 30 de maio de 2020. Fontes: <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/DECRETO%20N%C2%BA%204648-R,%20de%2008_05_2020%20-%20DIO%20Extra%20de%2008_05_2020%20-%20obrigatoriedade%20do%20uso%20de%20m%C3%A1scaras%20-%20PDF.pdf>; <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/PORTARIA%20SESA%20N%C2%BA%20100-R,%20de%2030_05_2020%20-%20DIO%20Extra%20de%2030_05_2020%20-%20medidas%20qualificadas%20-%20PDF.pdf>; <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1181>",Obrigatoriedade do uso de máscara: governo estadual do ES estabeleceu que a partir de 20/03 seria obrigatório o uso de máscaras por toda a população (https://www.folhavitoria.com.br/geral/noticia/04/2020/governo-determina-uso-de-mascaras-por-toda-a-populacao-a-partir-desta-segunda),NA,,Decreto 6056 de 04 de maio de 2020. Fontes: <http://transparencia.serra.es.gov.br/MostraArquivo.ashx?ArquivoId=1171>.,,Realização de Inquérito Sorológico. <http://ioes.dio.es.gov.br/portal/visualizacoes/pdf/4797/#/p:7/e:4797?find=inqu%C3%A9rito%20sorol%C3%B3gico>; <https://www.es.gov.br/Noticia/sesa-divulga-resultados-da-primeira-etapa-do-inquerito-sorologico>.,"O inquérito vem sendo realizado, a nível estadual, em 4 etapas, entre 11 de maio e 24 de junho de 2020: <https://www.es.gov.br/Noticia/sesa-divulga-resultados-da-primeira-etapa-do-inquerito-sorologico>","Mapeamento de risco (Portaria Nº 078-R de 02 de maio de 2020 / Portaria Nº 080-R de 09 de maio de 2020 / Portaria Nº 093-R de 23 de maio de 2020): <https://coronavirus.es.gov.br/mapa-de-gestao-de-risco>; <https://coronavirus.es.gov.br/Media/Coronavirus/Downloads/Cartilha-COVID19%2025.05.2020.pdf>; <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/PORTARIA%20080-R_2020%20-%20MAPA%20DE%20RISCO%20-%20REV%2003.pdf>; <https://coronavirus.es.gov.br/Media/Coronavirus/Legislacao/PORTARIA%20N%C2%BA%20093-R,%20DE%2023%20DE%20MAIO%20DE%202020.pdf>"
SP,Bragança Paulista,3507605,7,data_comeco,4/20/2020,3/16/2020,,3/16/2020,,3/16/2020,,3/21/2020,,NA,,3/20/2020,,3/20/2020,,3/20/2020,,NA,,NA,,NA,,3/23/2020,,NA,,NA,,NA,,3/23/2020,,3/23/2020,,3/25/2020,,NA,,NA,,3/20/2020,,3/20/2020,,,,"As aulas da rede estadual no Estado de São Paulo começaram ser interrompidas gradualmente no dia 16 de março e seguiram assim até sexta, 20.  Dia 23 houve paralisação total das unidades estaduais de ensino. A mesma medida foi anunciada em Bragança Paulista  nas escolas municipais."
SP,Bragança Paulista,3507605,7,data_fim,4/21/2020,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,
SP,Bragança Paulista,3507605,7,fonte,4/22/2020,DECRETO Nº 3.226 de 20 de março de 2020; RESOLUÇÃO CMAS nº 005/2020 de 14 de abril de 2020; https://bragancaempauta.com.br/coronavirus-confira-o-que-abre-e-fecha-em-braganca-atibaia-e-regiao/,,https://www.educacao.sp.gov.br/noticias/nota-conjunta-sobre-o-coronavirus-2/,,https://bragancaempauta.com.br/coronavirus-confira-o-que-abre-e-fecha-em-braganca-atibaia-e-regiao/,,https://jornalmaisbraganca.com.br/2020/03/20/comercio-fecha-a-partir-deste-sabado-em-braganca-veja-quais-sao-as-excecoes/,,NA,,DECRETO Nº 3.226 de 20 de março de 2020.,,DECRETO Nº 3.226 de 20 de março de 2020.,,DECRETO Nº 3.226 de 20 de março de 2020.,,http://bjd.com.br/v2/coronavirus/servicos-essenciais-que-podem-funcionar-no-municipio/,,http://bjd.com.br/v2/coronavirus/servicos-essenciais-que-podem-funcionar-no-municipio/,,NA,,https://bragancaempauta.com.br/braganca-distribui-marmitex-e-atibaia-cestas-para-alunos-da-rede-municipal/,,DECRETO Nº 3.221 de 16 de março de 2020.,,NA,,NA,,https://bragancaempauta.com.br/vacinacao-contra-a-gripe-e-antecipada-e-comeca-dia-23-de-marco/?fbclid=IwAR33zkfIjRYgbf4wbZnwgeJu1sBGd1LYZOp45npL07XYCsviuh92xHJ3p7Y,,https://www.facebook.com/prefeituradebragancapaulista/videos/523429661935226/,,https://jornalmaisbraganca.com.br/2020/03/25/cestas-basicas-sao-disponibilizada-para-cadastrados-em-programas-da-prefeitura/,,NA,,NA,,DECRETO Nº 3.226 de 20 de março de 2020,,DECRETO Nº 3.226 de 20 de março de 2020,,,,
SP,Campinas,3509502,#N/A,data_comeco,5/31/2020,3/21/2020,,3/13/2020,,12/3/2020,,3/21/2020,,3/19/2020,,3/21/2020,,3/17/2020,,3/13/2020,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,3/23/2020,,3/31/2020,,3/27/2020,,3/21/2020,,4/14/2020,,NA,,NA,,,,Checagem em progresso
SP,Campinas,3509502,#N/A,data_fim,5/31/2020,5/31/2020,,5/31/2020,,5/31/2020,,5/31/2020,,5/31/2020,,5/31/2020,,5/31/2020,,5/31/2020,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,,Checagem em progresso
SP,Campinas,3509502,#N/A,fonte,5/31/2020,"Decreto 20.869 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135653) prorroga o DECRETO Nº 20.782- https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaratualizada/id/135456; 
DECRETO Nº 20.804 - https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135524; 
Decreto Estadual 64.967(http://diariooficial.imprensaoficial.com.br/nav_v5/index.asp?c=4&e=20200509&p=1)",,"Decreto 20.869 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135653) prorroga o DECRETO Nº 20.782- https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaratualizada/id/135456; 
DECRETO Nº 20.804 - https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135524; 
Decreto Estadual 64.967(http://diariooficial.imprensaoficial.com.br/nav_v5/index.asp?c=4&e=20200509&p=1);
Decreto nº 64.862 http://www.legislacao.sp.gov.br/legislacao/index.htm",,"Decreto 20.869 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135653) prorroga o DECRETO Nº 20.782- https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaratualizada/id/135456; 
DECRETO Nº 20.804 - https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135524; 
Decreto Estadual 64.967(http://diariooficial.imprensaoficial.com.br/nav_v5/index.asp?c=4&e=20200509&p=1);
Decreto nº 64.862 http://www.legislacao.sp.gov.br/legislacao/index.htm; 
https://portalcbncampinas.com.br/2020/03/universidades-substituem-aulas-presenciais-como-prevencao-ao-coronavirus/",,Decreto 20.869 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135653) prorroga o DECRETO Nº 20.782 ( https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaratualizada/id/135456),,"Decreto 20.869 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135653) prorroga o DECRETO Nº 20.782 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaratualizada/id/135456); 
http://www.campinas.sp.gov.br/noticias-integra.php?id=38296",,Decreto 20.869 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135653) prorroga o DECRETO Nº 20.782 ( https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaratualizada/id/135456),,"Decreto 20.869 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135653) prorroga o DECRETO Nº 20.782 ( https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaratualizada/id/135456);
https://covid-19.campinas.sp.gov.br/sites/covid-19.campinas.sp.gov.br/files/recomendacoes-tecnicas/Conte%C3%BAdo%209_%20Comunicado%20Lideres%20Religiosos%20-%20Coronav%C3%ADrus%20Campinas%2017%20de%20mar%C3%A7o%202020.pdf",,"Decreto 20.869 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135653) prorroga o DECRETO Nº 20.782 ( https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaratualizada/id/135456);
https://covid-19.campinas.sp.gov.br/sites/covid-19.campinas.sp.gov.br/files/recomendacoes-tecnicas/Conte%C3%BAdo%209_%20Comunicado%20Lideres%20Religiosos%20-%20Coronav%C3%ADrus%20Campinas%2017%20de%20mar%C3%A7o%202020.pdf"";
http://www.campinas.sp.gov.br/noticias-integra.php?id=38270",,https://diariodotransporte.com.br/2020/03/21/prefeito-de-campinas-anuncia-quarentena-a-partir-de-23-de-marco-e-diz-que-cidade-tera-o-minimo-possivel-de-onibus-na-rua/,,NA,,NA,,"https://www.acidadeon.com/campinas/cotidiano/coronavirus/NOT,0,0,1494393,educacao+descarta+distribuir+merenda+escolar+em+domicilio.aspx",,NA,,NA,,NA,,https://g1.globo.com/sp/campinas-regiao/noticia/2020/03/30/campinas-recebe-mais-378-mil-doses-e-retoma-vacinacao-contra-gripe-nesta-segunda.ghtml,,http://www.campinas.sp.gov.br/noticias-integra.php?id=38333,,http://www.campinas.sp.gov.br/noticias-integra.php?id=38358,,http://www.campinas.sp.gov.br/noticias-integra.php?id=38319,,"https://noticias.uol.com.br/cotidiano/ultimas-noticias/2020/04/15/clientes-mascara-estabelecimentos-campinas.htm; 
Decreto 20.854 (https://bibliotecajuridica.campinas.sp.gov.br/index/visualizaroriginal/id/135615);
Decreto Estadual 64.959 (https://www.al.sp.gov.br/repositorio/legislacao/decreto/2020/decreto-64959-04.05.2020.html)",,NA,,NA,,,,Checagem em progresso
SP,Mogi das Cruzes,3530607,7,data_comeco,4/20/2020,3/23/2020,,NA,,NA,,3/23/2020,,3/17/2020,,3/30/2020,,NA,,3/20/2020,,NA,,NA,,3/17/2020,,NA,,3/20/2020,,NA,,NA,,3/27/2020,,NA,,NA,,NA,,NA,,3/17/2020,,NA,,,,
SP,Mogi das Cruzes,3530607,7,data_fim,4/20/2020,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,NA,,,,NA,,NA,,5/31/2020,,NA,,NA,,NA,,NA,,NA,,NA,,,,
SP,Mogi das Cruzes,3530607,7,fonte,4/20/2020,"http://www.mogidascruzes.sp.gov.br/public/site/doc/202003181009115e721d7782792.pdf, http://mogidascruzes.sp.gov.br/public/site/doc/202003201859465e753cd2b5f4d.pdf E http://www.mogidascruzes.sp.gov.br/noticia/secretaria-de-educacao-antecipa-recesso-escolar-para-abril",,,,,,"http://www.mogidascruzes.sp.gov.br/public/site/doc/202003181009115e721d7782792.pdf, http://mogidascruzes.sp.gov.br/public/site/doc/202003201859465e753cd2b5f4d.pdf",,"http://www.mogidascruzes.sp.gov.br/public/site/doc/202003181009115e721d7782792.pdf, http://mogidascruzes.sp.gov.br/public/site/doc/202003201859465e753cd2b5f4d.pdf ",,http://mogidascruzes.sp.gov.br/noticia/transporte-coletivo-de-mogi-das-cruzes-tem-novas-alteracoes-nesta-segunda-feira,,,,"http://www.mogidascruzes.sp.gov.br/public/site/doc/202003181009115e721d7782792.pdf, http://mogidascruzes.sp.gov.br/public/site/doc/202003201859465e753cd2b5f4d.pdf",,,,,,http://www.mogidascruzes.sp.gov.br/public/site/doc/202003181009115e721d7782792.pdf,,,,http://mogidascruzes.sp.gov.br/public/site/doc/202003201859465e753cd2b5f4d.pdf,,,,,,https://g1.globo.com/sp/mogi-das-cruzes-suzano/noticia/2019/04/25/mogi-das-cruzes-antecipa-dia-d-da-campanha-da-gripe-neste-sabado.ghtml e http://www.mogidascruzes.sp.gov.br/noticia/mogi-antecipa-vacinacao-contra-a-gripe-em-14-pontos-neste-sabado,,,,http://www.odiariodemogi.net.br/acao-pede-merenda-escolar-para-todos-os-alunos-da-rede-municipal-de-mogi/,,,,,,http://www.mogidascruzes.sp.gov.br/public/site/doc/202003181009115e721d7782792.pdf,,,,,,
SP,Praia Grande,3541000,7,data_comeco,5/31/2020,3/16/2020,,NA,,NA,,3/20/2020,,3/20/2020,,NA,,3/20/2020,,3/16/2020,,3/20/2020,,3/16/2020,,,,4/17/2020,,NA,,NA,,NA,,3/23/2020,,3/22/2020,,4/1/2020,,NA,,4/8/2020,,NA,,NA,,,,
SP,Praia Grande,3541000,7,data_fim,5/31/2020,NA,,NA,,NA,,NA,,NA,,NA,,04/29/2020,,NA,,NA,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,
SP,Praia Grande,3541000,7,fonte,5/31/2020,http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6502&Acao=busca http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6508&Acao=busca e http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6529&Acao=busca,,,,,,http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6508&Acao=busca e http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6529&Acao=busca,,http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6508&Acao=busca e http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6529&Acao=busca,,,,"http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6508&Acao=busca e http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6529&Acao=busca; 
http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6545&Acao=busca",,http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6502&Acao=busca http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6508&Acao=busca e http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6529&Acao=busca,,http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6508&Acao=busca e http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6529&Acao=busca,,http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6502&Acao=busca http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6508&Acao=busca e http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6529&Acao=busca,,,,http://www.praiagrande.sp.gov.br/pgnoticias/noticias/noticia_01.asp?cod=51272,, ,,,,,,https://www.atribuna.com.br/cidades/praiagrande/usafas-de-praia-grande-aguardam-novas-doses-da-vacina-contra-gripe-1.94483,,http://www.praiagrande.sp.gov.br/pgnoticias/noticias/noticia_01.asp?cod=51161,,http://www.praiagrande.sp.gov.br/pgnoticias/noticias/noticia_01.asp?cod=51211 e http://g1.globo.com/sp/santos-regiao/videos/t/todos-os-videos/v/praia-grande-vai-distribuir-cestas-basicas-para-familias-carentes/8460841/,,,,"http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6529&Acao=busca;
Decreto Municipal 6943 (http://www.praiagrande.sp.gov.br/Administracao/leisdecretos_view.asp?codLeis=6529) 
DECRETO ESTADUAL Nº 64.959 (https://www.al.sp.gov.br/repositorio/legislacao/decreto/2020/decreto-64959-04.05.2020.html)",,,,,,,,Elaboração para Plano de Reabertura está em andamento desde 26/05/2020 - http://www.praiagrande.sp.gov.br/pgnoticias/noticias/noticia_01.asp?cod=51417; decreto está sendo formatado para aplicação após 31/05 - http://www.praiagrande.sp.gov.br/pgnoticias/noticias/noticia_01.asp?cod=51417
AM,Manacapuru,1302504,6,data_comeco,6/21/2020,3/18/2020,,NA,,NA,,3/21/2020,,3/21/2020,,NA,,3/21/2020,,3/18/2020,,NA,,3/22/2020,,NA,,NA,,4/1/2020,,4/1/2020,,NA,,3/23/2020,,4/3/2020,,NA,,NA,,4/28/2020,,NA,,3/31/2020,,NA,,"Última atualização do site da Prefeitura ocorreu há seis meses atrás. http://www.manacapuru.am.gov.br/#  ; houve por parte da Prefeitura a iniciativa de fazer uma ""barreira de fiscalização e triagem"", iniciada em 20/03/2020 pela Polícia Militar. "
AM,Manacapuru,1302504,6,data_fim,6/21/2020,NA,,NA,,NA,,5/31/2020,,5/31/2020,,NA,,5/31/2020,,NA,,NA,,NA,,NA,,NA,,5/31/2020,,5/31/2020,,NA,,5/22/2020,,NA,,NA,,NA,,NA,,NA,,5/31/2020,,NA,,
